날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2007-07-25,서울경기,23.7,22.5,26.1
2007-07-26,서울경기,25.7,22.5,29.9
2007-07-27,서울경기,25.8,24.1,28.7
2007-07-28,서울경기,24.2,23.3,25.7
2007-07-29,서울경기,24.1,22.1,27
2007-07-30,서울경기,25.5,21.5,30.3
2007-07-31,서울경기,25.2,21.7,29.1
2007-08-01,서울경기,26.3,23.9,29.3
2007-08-02,서울경기,26.8,25.1,29
2007-08-03,서울경기,26.5,24.1,31
2007-08-04,서울경기,23.8,22.1,25.3
2007-08-05,서울경기,24.1,21.5,27.8
2007-08-06,서울경기,25.1,23.5,28.5
2007-08-07,서울경기,23.8,22.4,25.4
2007-08-08,서울경기,24.9,21.6,27.2
2007-08-09,서울경기,26,23.2,28.2
2007-08-10,서울경기,27.3,25.4,30.6
2007-08-11,서울경기,28.2,25,32.8
2007-08-12,서울경기,26,24.3,28.1
2007-08-13,서울경기,26.7,24.6,29.9
2007-08-14,서울경기,25.4,24.2,27.7
2007-08-15,서울경기,26,23.3,29.6
2007-08-16,서울경기,26.7,24.6,30.3
2007-08-17,서울경기,26.5,23.4,30.9
2007-08-18,서울경기,26,23.2,30.1
2007-08-19,서울경기,26.5,24.1,30.2
2007-08-20,서울경기,26.6,23.8,30.3
2007-08-21,서울경기,26.9,25.4,29.3
2007-08-22,서울경기,27,22.6,31.3
2007-08-23,서울경기,25.6,20.7,31.1
2007-08-24,서울경기,26.2,21.3,30.9
2007-08-25,서울경기,27.5,24.3,31.5
2007-08-26,서울경기,26.9,24.1,30.7
2007-08-27,서울경기,26.2,24.1,29.3
2007-08-28,서울경기,25.8,22.5,30.1
2007-08-29,서울경기,23,20.9,26
2007-08-30,서울경기,22.4,20.3,25.2
2007-08-31,서울경기,23,18.8,26.8
2007-09-01,서울경기,20.5,19.4,23
2007-09-02,서울경기,20.5,18.8,22.7
2007-09-03,서울경기,22.3,17.9,27.2
2007-09-04,서울경기,22.6,20.6,25.4
2007-09-05,서울경기,21.2,19.2,24.4
2007-09-06,서울경기,17.8,16.8,19.8
2007-09-07,서울경기,21.3,17.7,25.7
2007-09-08,서울경기,21.4,17.2,25.6
2007-09-09,서울경기,21.4,16.4,26.4
2007-09-10,서울경기,23,18.9,27.6
2007-09-11,서울경기,23.3,20.4,27.5
2007-09-12,서울경기,23.1,18.9,28.1
2007-09-13,서울경기,23.5,19.1,27.2
2007-09-14,서울경기,21.7,18.1,26.5
2007-09-15,서울경기,20.4,18,23.4
2007-09-16,서울경기,20.9,18.5,24.3
2007-09-17,서울경기,23.1,18.4,28.2
2007-09-18,서울경기,20.7,18.6,22.3
2007-09-19,서울경기,22.3,20,26.8
2007-09-20,서울경기,25.1,19.9,30.3
2007-09-21,서울경기,21.7,20.2,23.9
2007-09-22,서울경기,20.3,18.4,22.6
2007-09-23,서울경기,21.4,18.4,25.6
2007-09-24,서울경기,21.8,18.3,26.7
2007-09-25,서울경기,21.4,17.2,27.1
2007-09-26,서울경기,21.8,18.3,25.8
2007-09-27,서울경기,21,18.2,23.7
2007-09-28,서울경기,17.3,14.9,19.8
2007-09-29,서울경기,17.8,13.4,21.3
2007-09-30,서울경기,17.7,16.5,19.3
2007-10-01,서울경기,18.2,16.3,21.4
2007-10-02,서울경기,19.2,16.4,22.9
2007-10-03,서울경기,18.7,17.8,19.9
2007-10-04,서울경기,20.1,17.7,25
2007-10-05,서울경기,20.5,15.7,25.9
2007-10-06,서울경기,20.9,18,25
2007-10-07,서울경기,19.3,15.2,24.4
2007-10-08,서울경기,13.4,10.8,17.6
2007-10-09,서울경기,14.4,7.1,21.2
2007-10-10,서울경기,15.3,10.3,19.9
2007-10-11,서울경기,16.1,12.9,20.4
2007-10-12,서울경기,16.2,12.3,21.3
2007-10-13,서울경기,14.3,10.4,19.5
2007-10-14,서울경기,15.2,11.1,21.1
2007-10-15,서울경기,14,8.6,19.9
2007-10-16,서울경기,13.8,8.8,19.3
2007-10-17,서울경기,13.2,9,18.6
2007-10-18,서울경기,13.4,7.6,19.7
2007-10-19,서울경기,10.7,6.5,14
2007-10-20,서울경기,6.5,3.3,9.9
2007-10-21,서울경기,10.7,3.2,17.5
2007-10-22,서울경기,14.5,9.6,19
2007-10-23,서울경기,14.9,11.7,19.9
2007-10-24,서울경기,14.7,10.3,21.1
2007-10-25,서울경기,15,10.1,20.8
2007-10-26,서울경기,16.1,12.6,21
2007-10-27,서울경기,14.2,9.2,20.6
2007-10-28,서울경기,13.3,9.2,17.3
2007-10-29,서울경기,9.2,7.4,12.6
2007-10-30,서울경기,9.3,5.2,14.8
2007-10-31,서울경기,11.4,6.3,15.5
2007-11-01,서울경기,8.7,5.5,12.5
2007-11-02,서울경기,9.4,4.7,13.1
2007-11-03,서울경기,11.1,6.1,16.2
2007-11-04,서울경기,8.1,2.5,14.5
2007-11-05,서울경기,8.3,3.5,14.1
2007-11-06,서울경기,10.2,3.7,18.4
2007-11-07,서울경기,11,5.3,17.8
2007-11-08,서울경기,11.4,6.2,18.6
2007-11-09,서울경기,10.7,7.2,16.6
2007-11-10,서울경기,9.7,6.9,12.4
2007-11-11,서울경기,8.3,5.4,12
2007-11-12,서울경기,7.7,2.8,13.5
2007-11-13,서울경기,8.6,3.2,13.8
2007-11-14,서울경기,10.4,7.2,14.4
2007-11-15,서울경기,7.8,3.5,11.5
2007-11-16,서울경기,4.4,0.5,9.4
2007-11-17,서울경기,5.5,0.7,10.7
2007-11-18,서울경기,-1.2,-4.4,3.5
2007-11-19,서울경기,0,-6.4,5.1
2007-11-20,서울경기,1.4,-1.4,4.8
2007-11-21,서울경기,1.7,-1.7,6.3
2007-11-22,서울경기,3,-3.2,7.5
2007-11-23,서울경기,7.7,4.4,10.7
2007-11-24,서울경기,6.2,2.7,10.1
2007-11-25,서울경기,5.4,0.5,11.2
2007-11-26,서울경기,5.5,0.3,9.4
2007-11-27,서울경기,1.8,-2.1,6.4
2007-11-28,서울경기,3.8,-2.9,10.5
2007-11-29,서울경기,6.1,1.5,12.2
2007-11-30,서울경기,1.5,-1.9,5.9
2007-12-01,서울경기,4.5,-1.6,9
2007-12-02,서울경기,4,0.6,7.1
2007-12-03,서울경기,1,-2.5,6.7
2007-12-04,서울경기,-2.5,-5.3,1.1
2007-12-05,서울경기,-1.9,-5.7,2.2
2007-12-06,서울경기,1.5,-2.5,4.1
2007-12-07,서울경기,1.9,-0.8,4.9
2007-12-08,서울경기,0.3,-2.3,3.9
2007-12-09,서울경기,0.5,-3.9,6.2
2007-12-10,서울경기,2.1,-2.2,4.9
2007-12-11,서울경기,5.3,2.3,9.2
2007-12-12,서울경기,3.9,1.3,7.2
2007-12-13,서울경기,1.1,-2.4,4.1
2007-12-14,서울경기,0.4,-4.3,4.4
2007-12-15,서울경기,1.6,-1.5,5.2
2007-12-16,서울경기,-0.2,-4.9,4.4
2007-12-17,서울경기,2.1,-1.5,5.9
2007-12-18,서울경기,0.1,-3.1,4.4
2007-12-19,서울경기,0.8,-3.8,5.3
2007-12-20,서울경기,3.5,-0.1,8.2
2007-12-21,서울경기,2.1,-1.9,7.2
2007-12-22,서울경기,4.2,-0.3,10.6
2007-12-23,서울경기,2.7,-1.5,7.9
2007-12-24,서울경기,1.9,-3.3,8.1
2007-12-25,서울경기,4,-1,10
2007-12-26,서울경기,6.5,1.5,13.8
2007-12-27,서울경기,5.6,1.4,9.5
2007-12-28,서울경기,5.1,3.2,7.1
2007-12-29,서울경기,-0.6,-4.1,3.9
2007-12-30,서울경기,-5.7,-6.8,-3.9
2007-12-31,서울경기,-4.6,-6.3,-2.1
2008-01-01,서울경기,-5.6,-8,-2.5
2008-01-02,서울경기,-3.4,-8.3,0.9
2008-01-03,서울경기,1.1,-3.4,7
2008-01-04,서울경기,-0.6,-5.4,4.3
2008-01-05,서울경기,1.1,-3.5,6.4
2008-01-06,서울경기,3.8,0,7.7
2008-01-07,서울경기,1.6,-1.7,5.9
2008-01-08,서울경기,1,-2.5,5.5
2008-01-09,서울경기,0.4,-2.6,4
2008-01-10,서울경기,-0.6,-5.1,4.2
2008-01-11,서울경기,0.3,-2.1,2
2008-01-12,서울경기,0.6,-4.5,4.4
2008-01-13,서울경기,-4.8,-8.6,-1.5
2008-01-14,서울경기,-3.4,-6.4,1.2
2008-01-15,서울경기,-4.2,-7.9,-0.1
2008-01-16,서울경기,-6.8,-9.9,-2.5
2008-01-17,서울경기,-7.3,-11.8,-3.8
2008-01-18,서울경기,-5.3,-10.1,-0.6
2008-01-19,서울경기,-2.7,-8.2,1.8
2008-01-20,서울경기,1.7,-3,5.3
2008-01-21,서울경기,1.5,-0.4,3.7
2008-01-22,서울경기,0.9,-0.4,1.7
2008-01-23,서울경기,-2.7,-7.6,1.2
2008-01-24,서울경기,-6.8,-10.4,-2.9
2008-01-25,서울경기,-6.1,-10.1,-1.8
2008-01-26,서울경기,-3.3,-8.3,1.8
2008-01-27,서울경기,-2.5,-7.8,4
2008-01-28,서울경기,-1.6,-4.9,2
2008-01-29,서울경기,-0.7,-4.3,3.4
2008-01-30,서울경기,-1.9,-4.8,0.4
2008-01-31,서울경기,-4,-7.8,-0.1
2008-02-01,서울경기,-3.7,-8.9,1.8
2008-02-02,서울경기,-1.4,-6.6,3.6
2008-02-03,서울경기,-1.2,-4.1,2.8
2008-02-04,서울경기,-2.7,-6.2,1.3
2008-02-05,서울경기,-3.4,-8.1,0.7
2008-02-06,서울경기,-3.1,-6.9,1.2
2008-02-07,서울경기,-4,-8.9,0.4
2008-02-08,서울경기,-2.9,-8.8,1.7
2008-02-09,서울경기,-2,-4.9,1.1
2008-02-10,서울경기,-1.8,-7.1,3.3
2008-02-11,서울경기,-1,-4.8,4.4
2008-02-12,서울경기,-6.5,-9.3,-2.5
2008-02-13,서울경기,-5.6,-10.2,-1.2
2008-02-14,서울경기,-2.1,-8.2,2.8
2008-02-15,서울경기,-3.1,-6.3,0.6
2008-02-16,서울경기,-3.1,-8.1,1.5
2008-02-17,서울경기,-2.4,-6.7,2
2008-02-18,서울경기,-2.2,-7.5,3.5
2008-02-19,서울경기,-0.1,-6.7,4.9
2008-02-20,서울경기,2.3,-1.4,7.3
2008-02-21,서울경기,3.5,-2.9,9.2
2008-02-22,서울경기,4.9,-0.1,10.4
2008-02-23,서울경기,-2.2,-4.6,1.3
2008-02-24,서울경기,-2.1,-8.4,3.8
2008-02-25,서울경기,-1.3,-4.8,2.2
2008-02-26,서울경기,-0.6,-2.5,2.2
2008-02-27,서울경기,1.4,-4.2,6.4
2008-02-28,서울경기,2.8,-3.1,8.2
2008-02-29,서울경기,4.3,1.1,9.3
2008-03-01,서울경기,3,-1,7.7
2008-03-02,서울경기,2.5,-0.5,5.9
2008-03-03,서울경기,3,-0.8,7.6
2008-03-04,서울경기,1.9,-1.4,6.2
2008-03-05,서울경기,2.4,-2.4,7.8
2008-03-06,서울경기,4.1,0.5,8.7
2008-03-07,서울경기,4.4,-0.1,9.8
2008-03-08,서울경기,4.2,-1.1,10.2
2008-03-09,서울경기,5,1.9,10.6
2008-03-10,서울경기,6.2,3.1,10.7
2008-03-11,서울경기,9.7,6,15.4
2008-03-12,서울경기,11.1,5.9,18.2
2008-03-13,서울경기,9.1,6.7,11.8
2008-03-14,서울경기,7.6,3.1,13.5
2008-03-15,서울경기,7.2,2.7,12.9
2008-03-16,서울경기,6.6,2.6,11.9
2008-03-17,서울경기,7.3,0.3,14.4
2008-03-18,서울경기,11.2,4,18
2008-03-19,서울경기,11.1,6.4,18.1
2008-03-20,서울경기,10.4,4.4,17.7
2008-03-21,서울경기,11.7,4.9,18.3
2008-03-22,서울경기,11,6.9,15.8
2008-03-23,서울경기,7.3,4.7,9
2008-03-24,서울경기,6.5,3.3,11.7
2008-03-25,서울경기,4.7,2.6,6.8
2008-03-26,서울경기,6.6,2.7,10.5
2008-03-27,서울경기,6.9,4.8,9.9
2008-03-28,서울경기,6.8,1.5,11.7
2008-03-29,서울경기,6.1,4.5,7.6
2008-03-30,서울경기,7.2,5.4,10.3
2008-03-31,서울경기,8.1,4.4,12.6
2008-04-01,서울경기,8.7,4.6,13.6
2008-04-02,서울경기,7.6,5.9,10.4
2008-04-03,서울경기,8.2,4.1,13.1
2008-04-04,서울경기,9.3,2.7,15.9
2008-04-05,서울경기,11.5,6.5,17.2
2008-04-06,서울경기,13.6,6.5,22.3
2008-04-07,서울경기,12.3,9,17.9
2008-04-08,서울경기,14.9,7.2,22
2008-04-09,서울경기,13.3,9.5,17.1
2008-04-10,서울경기,15.3,9.5,21.6
2008-04-11,서울경기,12,8.5,17.2
2008-04-12,서울경기,13.5,7.6,19
2008-04-13,서울경기,11.6,7.7,15.4
2008-04-14,서울경기,12.1,5.6,18.9
2008-04-15,서울경기,13.7,7.5,20.1
2008-04-16,서울경기,16.3,9.1,24.4
2008-04-17,서울경기,18,11.5,24.9
2008-04-18,서울경기,17.2,11,24.7
2008-04-19,서울경기,18.1,10.9,26.4
2008-04-20,서울경기,18.9,11.9,25.2
2008-04-21,서울경기,19,15.7,23.2
2008-04-22,서울경기,15.6,12.1,19.4
2008-04-23,서울경기,10,7.5,12.8
2008-04-24,서울경기,9.3,5.1,13.8
2008-04-25,서울경기,12.4,7.6,18.2
2008-04-26,서울경기,10,6.9,13.5
2008-04-27,서울경기,10.1,7,14.7
2008-04-28,서울경기,12.3,4.8,19.7
2008-04-29,서울경기,14.6,9,20.3
2008-04-30,서울경기,17.2,11.6,22.5
2008-05-01,서울경기,19,15.2,23.5
2008-05-02,서울경기,19.3,14.5,24.9
2008-05-03,서울경기,19.5,14,25.9
2008-05-04,서울경기,17.4,14.4,21.5
2008-05-05,서울경기,15.4,11.2,20.5
2008-05-06,서울경기,16.1,9.4,22
2008-05-07,서울경기,15.8,12.7,19.9
2008-05-08,서울경기,18.1,13.6,24.6
2008-05-09,서울경기,18.6,14,23.5
2008-05-10,서울경기,16.2,11.4,22.2
2008-05-11,서울경기,15.3,10.1,21.5
2008-05-12,서울경기,15.2,11.2,19.9
2008-05-13,서울경기,12.4,10.3,15.7
2008-05-14,서울경기,12.7,7.7,17.4
2008-05-15,서울경기,13.8,8.4,18.9
2008-05-16,서울경기,14.9,9.5,20.9
2008-05-17,서울경기,16.2,9.7,23
2008-05-18,서울경기,12.9,11.6,15.3
2008-05-19,서울경기,12.9,9.4,17.9
2008-05-20,서울경기,14.3,8.2,19.6
2008-05-21,서울경기,16.4,12,20.8
2008-05-22,서울경기,19.7,13.9,24.4
2008-05-23,서울경기,20.8,16.7,24.8
2008-05-24,서울경기,22.2,16.8,28.3
2008-05-25,서울경기,19.5,14.4,25.5
2008-05-26,서울경기,16.9,13.5,21.8
2008-05-27,서울경기,19.1,14.5,25.3
2008-05-28,서울경기,18.7,16.5,21.6
2008-05-29,서울경기,21.2,16.4,27.5
2008-05-30,서울경기,17,13.3,19.8
2008-05-31,서울경기,16.8,11.5,22
2008-06-01,서울경기,20.6,13.8,26
2008-06-02,서울경기,19.2,15.3,23.6
2008-06-03,서울경기,18.9,15.8,24.4
2008-06-04,서울경기,17.1,15.3,19.6
2008-06-05,서울경기,15.6,14,18.4
2008-06-06,서울경기,16.1,14.1,18.8
2008-06-07,서울경기,18.5,15.6,23.2
2008-06-08,서울경기,18.3,15,24.7
2008-06-09,서울경기,20.2,15.5,26
2008-06-10,서울경기,21.4,17.8,26.3
2008-06-11,서울경기,23.5,17.6,29.2
2008-06-12,서울경기,21.8,17,27.5
2008-06-13,서울경기,19.3,16.4,25.4
2008-06-14,서울경기,23.2,17.1,29.1
2008-06-15,서울경기,22.7,18.6,27.9
2008-06-16,서울경기,22.7,15.8,28.6
2008-06-17,서울경기,22.2,18,25
2008-06-18,서울경기,19.3,17.6,22.6
2008-06-19,서울경기,20.1,17.4,23.9
2008-06-20,서울경기,23.5,18.3,28.9
2008-06-21,서울경기,23.9,20.8,27.8
2008-06-22,서울경기,22.7,18.4,27.6
2008-06-23,서울경기,21.9,18.1,26.3
2008-06-24,서울경기,23,19.2,27.3
2008-06-25,서울경기,23.1,19.1,27.9
2008-06-26,서울경기,22.6,18.7,27.4
2008-06-27,서울경기,22.4,18.9,26.9
2008-06-28,서울경기,22.4,19.7,25.4
2008-06-29,서울경기,22.6,19.1,27.5
2008-06-30,서울경기,22.1,18.2,26.6
2008-07-01,서울경기,24,20,28.9
2008-07-02,서울경기,22.3,21,24.5
2008-07-03,서울경기,21.7,20.1,24.8
2008-07-04,서울경기,23.8,21.4,26.5
2008-07-05,서울경기,24.4,21.9,27.6
2008-07-06,서울경기,24.6,22.7,27.6
2008-07-07,서울경기,24.2,22.2,27
2008-07-08,서울경기,26.4,22.8,31.2
2008-07-09,서울경기,26,21.6,31.2
2008-07-10,서울경기,25.1,21.7,29.3
2008-07-11,서울경기,26.1,23,29.2
2008-07-12,서울경기,24.1,21.9,27
2008-07-13,서울경기,24.8,22.4,28.6
2008-07-14,서울경기,26.2,21.3,31.1
2008-07-15,서울경기,27.3,24.5,30.8
2008-07-16,서울경기,24.3,21.6,26.8
2008-07-17,서울경기,24.3,20.6,28.9
2008-07-18,서울경기,25.4,21.7,29.4
2008-07-19,서울경기,23.8,22.7,25.4
2008-07-20,서울경기,25,23,28.7
2008-07-21,서울경기,22.9,21.3,24.8
2008-07-22,서울경기,24.2,22,27.8
2008-07-23,서울경기,23.9,21.3,26.9
2008-07-24,서울경기,22.9,21,25.1
2008-07-25,서울경기,23.3,22.2,26.1
2008-07-26,서울경기,22.4,21.1,24
2008-07-27,서울경기,24.8,22.2,28.5
2008-07-28,서울경기,26.4,23,30.9
2008-07-29,서울경기,27.4,23.8,31.6
2008-07-30,서울경기,25.6,24,27.9
2008-07-31,서울경기,26.7,23.8,29.8
2008-08-01,서울경기,27.3,25.1,30.3
2008-08-02,서울경기,25.8,24.7,27.9
2008-08-03,서울경기,24.8,21.6,28.8
2008-08-04,서울경기,24.5,20.5,29.9
2008-08-05,서울경기,25.4,20.8,30.1
2008-08-06,서울경기,26.7,21.6,32.2
2008-08-07,서울경기,27.9,23.6,32.4
2008-08-08,서울경기,28.9,24,34.2
2008-08-09,서울경기,27.7,24.5,32.2
2008-08-10,서울경기,29.6,24.3,34.4
2008-08-11,서울경기,28.3,25.9,33.1
2008-08-12,서울경기,25.8,24.1,29.3
2008-08-13,서울경기,26.8,24.2,31.5
2008-08-14,서울경기,26.8,24.4,30.5
2008-08-15,서울경기,25.2,22.3,28.9
2008-08-16,서울경기,21.9,20.1,24.3
2008-08-17,서울경기,24.1,20.4,27.7
2008-08-18,서울경기,23.3,21,25.7
2008-08-19,서울경기,23.9,21.9,27.2
2008-08-20,서울경기,23.5,20.3,27.6
2008-08-21,서울경기,23.6,18.4,28.3
2008-08-22,서울경기,18.5,16.7,22.9
2008-08-23,서울경기,21.7,18.3,26.3
2008-08-24,서울경기,23.4,18.4,28.3
2008-08-25,서울경기,24.3,20.8,28.6
2008-08-26,서울경기,24.2,20.9,28.4
2008-08-27,서울경기,23.7,18.6,28.5
2008-08-28,서울경기,24.2,19.6,29
2008-08-29,서울경기,24.3,19.8,29.6
2008-08-30,서울경기,25,20.7,30.2
2008-08-31,서울경기,24.9,20.7,28.8
2008-09-01,서울경기,20,18.2,23.7
2008-09-02,서울경기,22.1,18.1,27
2008-09-03,서울경기,22.8,17.9,28.1
2008-09-04,서울경기,23.6,20.1,28.3
2008-09-05,서울경기,22.7,20.6,25.6
2008-09-06,서울경기,23.7,18.4,29.5
2008-09-07,서울경기,24.7,19.3,30.5
2008-09-08,서울경기,24.8,20.5,30.4
2008-09-09,서울경기,24.3,20.2,29.3
2008-09-10,서울경기,24,20.6,28.6
2008-09-11,서울경기,22.1,20,24.7
2008-09-12,서울경기,23.6,20,28.8
2008-09-13,서울경기,22.4,17.3,28.4
2008-09-14,서울경기,23.6,18.3,29.5
2008-09-15,서울경기,24,19.9,29.8
2008-09-16,서울경기,23.5,17.5,30.4
2008-09-17,서울경기,24.2,18.4,31.1
2008-09-18,서울경기,24.5,18.9,31.4
2008-09-19,서울경기,24.4,19.2,30.4
2008-09-20,서울경기,21.8,19.4,25.3
2008-09-21,서울경기,23.2,17.8,29.2
2008-09-22,서울경기,22.5,20.1,25.2
2008-09-23,서울경기,21.6,19,25.1
2008-09-24,서울경기,21.1,18.5,24.5
2008-09-25,서울경기,16.6,12.7,20.1
2008-09-26,서울경기,15,12,18.6
2008-09-27,서울경기,15,9.8,20.3
2008-09-28,서울경기,15.6,12.1,20.5
2008-09-29,서울경기,17.1,11.5,23
2008-09-30,서울경기,17.6,12.1,23.3
2008-10-01,서울경기,19.4,13.1,26.1
2008-10-02,서울경기,19.7,15.2,25.3
2008-10-03,서울경기,19.1,15.8,23.8
2008-10-04,서울경기,18.7,15.6,23.5
2008-10-05,서울경기,19.3,15.7,24.2
2008-10-06,서울경기,17.8,14.4,22.3
2008-10-07,서울경기,16.9,13.3,21.8
2008-10-08,서울경기,17.2,13.1,22.1
2008-10-09,서울경기,18.2,12.7,24.3
2008-10-10,서울경기,17.5,12.2,22
2008-10-11,서울경기,14.4,9.9,19.9
2008-10-12,서울경기,13.9,8.3,20.3
2008-10-13,서울경기,14.9,8.8,21
2008-10-14,서울경기,15.7,10.3,21.7
2008-10-15,서울경기,16.6,12.7,21.3
2008-10-16,서울경기,17.6,12.8,23.4
2008-10-17,서울경기,18.1,13.7,24.1
2008-10-18,서울경기,19.1,13.1,27.4
2008-10-19,서울경기,18.1,14.5,23.2
2008-10-20,서울경기,17.7,12.9,24.8
2008-10-21,서울경기,18.7,13.5,23.6
2008-10-22,서울경기,17.2,15.4,20.3
2008-10-23,서울경기,17,13.7,20.4
2008-10-24,서울경기,11.1,8.1,14.7
2008-10-25,서울경기,12.6,7.2,16.3
2008-10-26,서울경기,12.6,9.4,16.3
2008-10-27,서울경기,10.7,6.8,15.4
2008-10-28,서울경기,11,5.3,15.9
2008-10-29,서울경기,12,8.2,16.6
2008-10-30,서울경기,11.2,5.3,15.8
2008-10-31,서울경기,10.9,8.1,14.9
2008-11-01,서울경기,11.3,5.4,16.1
2008-11-02,서울경기,12.3,8.6,15.8
2008-11-03,서울경기,11.3,6.5,16.6
2008-11-04,서울경기,8.1,2.3,14.2
2008-11-05,서울경기,11.4,3.7,16.6
2008-11-06,서울경기,15.2,11.6,19.3
2008-11-07,서울경기,11.7,8.8,15.6
2008-11-08,서울경기,11.3,4.6,17.4
2008-11-09,서울경기,10.3,6.1,13.2
2008-11-10,서울경기,9.5,4.6,15.3
2008-11-11,서울경기,9.8,5.3,16
2008-11-12,서울경기,9.4,4.2,15.6
2008-11-13,서울경기,9.5,4.1,15.9
2008-11-14,서울경기,10.4,6,15.5
2008-11-15,서울경기,10.3,7.9,12.2
2008-11-16,서울경기,7.8,3.8,11.8
2008-11-17,서울경기,3,-2.1,9
2008-11-18,서울경기,-2.5,-5.5,1.3
2008-11-19,서울경기,-3.6,-7.3,0.5
2008-11-20,서울경기,2.2,-5.5,8.7
2008-11-21,서울경기,3.9,0.3,7.9
2008-11-22,서울경기,5,-0.8,10.3
2008-11-23,서울경기,6.9,1.9,12.5
2008-11-24,서울경기,7.7,4.4,12.4
2008-11-25,서울경기,6.3,3.2,9.9
2008-11-26,서울경기,7.3,2.5,11.4
2008-11-27,서울경기,6.1,5.2,8.7
2008-11-28,서울경기,6.6,4.1,9.9
2008-11-29,서울경기,3.9,0.5,8.2
2008-11-30,서울경기,3.3,-2.6,8.1
2008-12-01,서울경기,7.8,4,11.3
2008-12-02,서울경기,7.6,2,12.3
2008-12-03,서울경기,6.2,-0.6,12.6
2008-12-04,서울경기,5.4,0,9.2
2008-12-05,서울경기,-7,-11.1,0
2008-12-06,서울경기,-8.5,-12.4,-4.4
2008-12-07,서울경기,-1.7,-7.9,2.7
2008-12-08,서울경기,5.7,1.6,10
2008-12-09,서울경기,8.1,3.7,12.5
2008-12-10,서울경기,8.6,5.6,13.3
2008-12-11,서울경기,3.5,0.4,7.5
2008-12-12,서울경기,5,0.6,9.4
2008-12-13,서울경기,1.4,-3.5,4.7
2008-12-14,서울경기,-1,-6.1,4
2008-12-15,서울경기,1.8,-1.8,7.1
2008-12-16,서울경기,4.5,-1.7,8.6
2008-12-17,서울경기,6.2,1.5,10
2008-12-18,서울경기,-0.5,-3.7,3.7
2008-12-19,서울경기,1.6,-5,5.9
2008-12-20,서울경기,1.4,-1.6,5.3
2008-12-21,서울경기,-0.4,-2.5,3.7
2008-12-22,서울경기,-4.7,-7.4,-2.3
2008-12-23,서울경기,-1.4,-6.3,3.3
2008-12-24,서울경기,3.3,-0.8,7.2
2008-12-25,서울경기,-0.8,-5,4.2
2008-12-26,서울경기,-5.2,-8.3,-1.7
2008-12-27,서울경기,-3.3,-8.6,1.9
2008-12-28,서울경기,0,-4.5,4.9
2008-12-29,서울경기,1,-0.9,2.9
2008-12-30,서울경기,-3.6,-7.1,0.6
2008-12-31,서울경기,-5.7,-8.9,-2
2009-01-01,서울경기,-5.6,-9.3,-1.6
2009-01-02,서울경기,-3.3,-7.6,1.8
2009-01-03,서울경기,-1.7,-7,4.2
2009-01-04,서울경기,-0.2,-4.1,5.1
2009-01-05,서울경기,-2,-5,1.4
2009-01-06,서울경기,-2.9,-7.2,1.8
2009-01-07,서울경기,-1.6,-6.3,4.3
2009-01-08,서울경기,-1.5,-5.9,3.3
2009-01-09,서울경기,-3.3,-6.5,-0.2
2009-01-10,서울경기,-6.9,-9.6,-4
2009-01-11,서울경기,-7.7,-10.6,-4.1
2009-01-12,서울경기,-7,-10.3,-3.1
2009-01-13,서울경기,-5.4,-10.1,-1.5
2009-01-14,서울경기,-6.4,-10,-2.9
2009-01-15,서울경기,-6.3,-12.6,-1.5
2009-01-16,서울경기,-2,-5,2.2
2009-01-17,서울경기,-1,-5.2,4.4
2009-01-18,서울경기,2.3,-0.9,6.7
2009-01-19,서울경기,0.3,-4.2,4.8
2009-01-20,서울경기,1.3,-4.2,6.8
2009-01-21,서울경기,3.6,0,6.6
2009-01-22,서울경기,3.3,-2.6,9.2
2009-01-23,서울경기,-8.5,-11,-2.3
2009-01-24,서울경기,-8.2,-12.1,-4.6
2009-01-25,서울경기,-4.8,-11.7,1.5
2009-01-26,서울경기,-3.6,-7.2,0.9
2009-01-27,서울경기,-2.3,-8.1,3.9
2009-01-28,서울경기,0.8,-4.4,7.5
2009-01-29,서울경기,2,-2.7,8.5
2009-01-30,서울경기,4.9,-1.2,11.7
2009-01-31,서울경기,5.4,1.4,11.1
2009-02-01,서울경기,4.3,-0.5,10.5
2009-02-02,서울경기,4.3,0.4,8.2
2009-02-03,서울경기,4.2,0.6,10
2009-02-04,서울경기,2.6,-1,7.3
2009-02-05,서울경기,3.9,1.5,6.8
2009-02-06,서울경기,2,-1.2,7.1
2009-02-07,서울경기,2.1,-1.6,5.4
2009-02-08,서울경기,1.8,-3.4,8
2009-02-09,서울경기,4.4,1.3,8.3
2009-02-10,서울경기,4.7,2.3,7.1
2009-02-11,서울경기,5.2,1.5,9
2009-02-12,서울경기,6.5,-0.1,11.4
2009-02-13,서울경기,10,3.8,16.5
2009-02-14,서울경기,3,1,5.6
2009-02-15,서울경기,-1.4,-6.1,2.3
2009-02-16,서울경기,-5.4,-8.2,-1.6
2009-02-17,서울경기,-4.5,-9.1,-0.1
2009-02-18,서울경기,-2.1,-6.1,1.7
2009-02-19,서울경기,0.4,-2.4,3.9
2009-02-20,서울경기,-2.1,-6.8,0.8
2009-02-21,서울경기,-2.2,-8.8,2.7
2009-02-22,서울경기,3.1,-1.1,7.6
2009-02-23,서울경기,5.2,-1.6,11.3
2009-02-24,서울경기,7.3,5.1,10.3
2009-02-25,서울경기,2.7,-1,6.4
2009-02-26,서울경기,1.9,-3.4,6.8
